sentence_s,sentence_t
"She is a typical slow coach, so you must be extremely patient when you when you work with her.",她是一个典型的慢性子，所以和她一起工作时你必须非常有耐心。
"Most people engage in speculation to make money quickly, but he wants to invest in a factory and become an industrialist.",大多数人进行投机是为了快速赚钱，但他想投资一家工厂，成为一名工业家。
There was intermal dissension among them before the enemy’s invasion.,在敌人入侵之前，他们之间就存在内部纷争。
This fellow will be sent to lie low in the heart of the enemy.,这个家伙将被派去在敌人的心脏处潜伏。
The most eye-catching program on TV was a model contest a few years ago. Now the viewer ratings have gone downhill because there are too many contests like that.,几年前，电视上最引人注目的节目是一个模特比赛。现在，由于类似的比赛太多，观众收视率已经下滑。
"She’s got fine skin.', 'I haven’t seen such delicate workmanship in a watch before.",她的皮肤很好。' '我从未见过如此精致的手表工艺。
Don’t believe him. He’s only talking nonsense.,不要相信他。他只是在胡说八道。
"If you sue me for selling fake goods, I’ll be finished.",如果你起诉我出售假货，我就完了。
"They talked a big game, but they were at a loss as to what they should actually do.",他们口气很大，但对于实际该做什么却感到无从下手。
Many people gave up their regular jobs and started to do business.,许多人放弃了他们的常规工作，开始做生意。
"No matter what policies are made, the unit at the basic level refuses to carry them out.",无论制定什么政策，基层单位都拒绝执行。
All the local police have gone to their beats today.,所有当地警察今天都已回到各自的巡逻区域。
They get together either to chat or play chess.,他们聚在一起聊天或下棋。
He felt shamed by losing his voice in the middle of the speech.,他在演讲中途失声，感到非常羞愧。
I swear in Chairman Mao’s name that I didn’t take your book.,我以毛主席的名义发誓，我没有拿你的书。
"To ease up the overcrowding on bus No.320, the bus company is running minibuses along that route in addition to the normal bus service.",为了缓解320路公交车的拥挤情况，公交公司在该线路上除了正常的公交服务外，还增加了小型公交车。
I’ll treat you to small dishes today.,我今天请你吃小菜。
There are more and more little emperors now in China. It will become a social problem in the future.,在中国，现在的小皇帝越来越多。这将成为未来的社会问题。
My husband uses his private hoard to buy his cigarettes.,我丈夫用他的私房钱买香烟。
His work is so trivial that it isn’t worth mentioning.,他的工作如此微不足道，以至于不值得一提。
Comedy stars from all over the country have gathered in Beijing to attend the CCTV1999Evening show held on the eve of the lunar new year.,全国各地的喜剧明星齐聚北京，参加在农历新年除夕举行的CCTV1999晚会。
"I’m worried about him. No matter what he does, he likes doing it in unconventional ways.",我很担心他。无论他做什么，他都喜欢以非常规的方式去做。
At this time of the year the price of watermelons is incredibly high.,在这个季节，西瓜的价格非常高。
"Though she’s not pretty, she’s got a good heart.",虽然她长得不漂亮，但她心地善良。
She dreams of becoming a star and having a lot of fans.,她梦想成为一颗明星，拥有很多粉丝。
Her daughter’s room is full of pictures of male and female stars on the walls.,她女儿的房间墙上贴满了男明星和女明星的照片。
"I explained it to him again and again, but he still didn’t get it .', 'She suddenly realized that something was wrong .",我一次又一次地向他解释，但他仍然没有明白。她突然意识到有什么不对劲。
"During a foot ball match the enthusiastic football fans shouted, “Go! Go! Go!”to their favorite teams .",在一场足球比赛中，热情的足球迷们对他们喜欢的球队喊道：“加油！加油！加油！”
The old people like to kill their time by playing mahjong.,老年人喜欢通过打麻将来消磨时间。
They decided to teach the scoundred a lesson .,他们决定给那个无赖一个教训。
"Now there are so many kinds of shows including talk shows, 'live shows', 'and lingerie shows', etc .It is indeed a rich variety .",现在有很多种类的节目，包括脱口秀、直播秀和内衣秀等。确实是丰富多样。
"He didn’t come here to exercise, but to chase women and have fun .",他来这里不是为了锻炼，而是为了追求女人和玩乐。
Keep away from the wire .I think it’s dangerous to stand there .,远离电线。我觉得站在那里很危险。
Don’t amuse yourselves by playing tricks on others .,不要通过捉弄别人来取乐。
Don’t look down upon second-class citizens. They lead a better life than you do.,不要看不起二等公民。他们的生活比你过得更好。
How come you’re so slow! Speak up if you have anything to say.,你怎么这么慢！如果你有什么想说的，就大胆说出来。
In recent years it has been a growing trend for young people to study or work abroad.,近年来，越来越多的年轻人选择出国学习或工作。
"He gives people a spirited, 'youthful feeling', 'not only in his movies', but also in real life.",他给人一种充满活力的“年轻感觉”，不仅在他的电影中，也在现实生活中。
How can I afford a concubine with such little money?,我怎么能用这么少的钱养得起一个妾？
Why don’t you speak? What wicked ideas are you thinking?,你为什么不说话？你在想什么邪恶的主意？
"Once an illegal trader is caught, he will be fined heavily.",一旦非法交易者被抓，他将面临重罚。
The shop hired some amateur models to present the shop’s new clothing to customers.,商店雇佣了一些业余模特来向顾客展示新衣服。
If I had him as a night assistant she would be relieved.,如果我有他作为夜间助手，她会感到宽慰。
He wants to find a job where he can make big money.,他想找一份能赚大钱的工作。
She took the dress away and gave me a hundred yuan.,她把裙子拿走了，给了我一百元。
They went to the bathroom just a few minutes ago.,他们刚刚去洗手间几分钟前。
"The students of the dancing class he teaches are all girls, not one boy participated.",他教的舞蹈班的学生都是女孩，没有一个男孩参加。
This case completely puzzled him. He had no idea how to handle it at all.,这个案件完全让他感到困惑。他完全不知道该如何处理。
We have to send something to him as a token of appreciation for his help.,我们必须给他寄一些东西，以表达我们对他帮助的感谢。
"He gave good impression to people, so nobody knew that he could have been a drug addict.",他给人们留下了良好的印象，因此没有人知道他可能是个毒瘾者。
"Although you are 47, you’re still as bold as a young man.",尽管你已经47岁，但你依然像年轻人一样大胆。
He is very crafty. He seldom lets you know what he’s doing.,他非常狡猾。他很少让你知道他在做什么。
I must take a shower. I feel like a shiny field cricket.,我必须去洗个澡。我感觉像一只闪亮的田野蟋蟀。
You are really capable. You can solve problems which others can’t.,你真的很有能力。你能解决别人无法解决的问题。
I don’t think he lied to me because he described the whole thing in vivid detail.,我不认为他对我撒谎，因为他详细生动地描述了整个事情。
It’s not hard for him to do this because he’s got connections in this field.,对他来说，这并不难，因为他在这个领域有关系。
Those who sit on the rostrum are some bodies of the school,坐在讲台上的是学校的一些人员。
He doesn’t take other’s suggestions seriously.,他不认真对待别人的建议。
He enjoys the reputation of being the best chess player in this building.,他享有这栋楼里最佳国际象棋选手的声誉。
"My friend didn’t get good marks in the mid-term examination, so he is depressed now.",我的朋友在期中考试中没有取得好成绩，所以他现在很沮丧。
"I remember I was taller than you, but now we’re the same height. I doubt I’ve shrunk.",我记得我比你高，但现在我们一样高。我怀疑我没有变矮。
My wife is going to give birth. Would you help me find a maid to care for her?,我妻子要生孩子了。你能帮我找一个保姆来照顾她吗？
He deliberately told us the story in a mysterious way in order to draw our attention.,他故意以神秘的方式告诉我们这个故事，以引起我们的注意。
"You overcharged me for this small thing.', 'He knows he was ripped off today.","你对我这个小东西收费太高了。', '他知道今天被坑了。"
Don’t harm your health by heavy smoking .,不要通过大量吸烟来危害你的健康。
"You may bring your girl friends to our home, but don’t mess things up.",你可以带你的女朋友们来我们家，但不要搞乱东西。
"Before this movie was screened, all the media began to promote it.",在这部电影放映之前，所有媒体都开始宣传它。
He’s got into the habit of drinking draught beer. He can’t have his meals without it.,他已经养成了喝生啤酒的习惯。没有它，他无法吃饭。
He wants to make money to buy a car first.,他想先赚钱买车。
He was so thirsty that he drank two mugs of draught beer.,他口渴得厉害，喝了两杯生啤酒。
"Now it’s hard to do business, so many companies are in debt to other companies.",现在做生意很困难，许多公司欠其他公司的债。
This film is not interesting. All it describes are the problems of society.,这部电影没有趣。它所描述的只是社会的问题。
"When a cat is frightened its fur bristles.', 'Look at your clothes. They are sticking up.",当猫感到害怕时，它的毛发会竖起。看看你的衣服。它们也竖起来了。
"The vendor’s performance  went hardly. As a result it raised a ruckus, and the vendor himself was taken away by the market administration staff.",供应商的表现非常糟糕。因此，引发了一场骚动，供应商本人被市场管理人员带走了。
The book he selected is the best on the bookshelf.,他挑选的书是书架上最好的。
"As soon as the Spring Festival was over, pirated software and CD_ROM sellers appeared again in streets and lanes or at the subway stations.",春节一结束，街头巷尾和地铁站又出现了盗版软件和光盘卖家。
She has raised her social status and become the director of the workshop since I last saw her three years ago.,她自从我三年前最后一次见到她以来，提升了自己的社会地位，成为了车间的主任。
"Her son often stirs up trouble in school.', 'It’s easy for a beautiful girl to bring trouble upon herself.",她的儿子在学校里经常惹麻烦。一个漂亮女孩很容易给自己带来麻烦。
"The sight is really magnificent.', 'This is a good idea indeed.","The translation of the provided text to Chinese is:

""这个景象真是壮观。"", ""这确实是个好主意。"""
I’m thinking of a way to get there as soon as possible.,我在想一个尽快到达那里的办法。
I don’t know how he got me into trouble.,我不知道他是怎么让我陷入麻烦的。
"I lied to him saying I was sick and could not go to work. He took me seriously and came to see me.', 'Tell me truthfully. Do you love him or not?', 'He is serious this time, not joking.","Sure! Here is the translation of the provided text into Chinese:

我对他说我生病了，不能去工作，我撒谎了。他很认真，来找我了。  
老实告诉我，你爱他吗？  
这次他是认真的，不是开玩笑。"
The news that she broke the world record in woman’s marathon caused a sensation.,她打破女子马拉松世界纪录的消息引起了轰动。
Now no one wants to work in a“distilled water unit” .,现在没有人想在“蒸馏水单位”工作。
Most pop singers are made known to the public by over promotion through the mass media.,大多数流行歌手是通过大众媒体的过度宣传而为公众所知的。
"She lost the game because her husband didn’t give her any advice.', 'Would you please help me think of a way to cheer her up?",她输掉了比赛，因为她的丈夫没有给她任何建议。你能帮我想个办法让她开心起来吗？
"Let’s get to the point.', 'She likes to do and say things in a straightforward manner.",让我们直截了当地说。她喜欢以直接的方式做事和说话。
"Although the medium-sized buses are more expensive than public ones, they are much cheaper than taxis.",虽然中型公交车比公共交通工具贵，但它们比出租车便宜得多。
Your movements are rather stiff. Relax a little.,你的动作有点僵硬。放松一点。
I don’t want to go to the fair at this time of the day. It is overcrowded now. I would rather go latter.,我不想在这个时候去集市。现在人太多了。我宁愿晚一点去。
"He is well prepared for examinations, so he never finds himself at a loss no matter how hard a test is.",他为考试做好了充分的准备，因此无论考试多么困难，他都不会感到困惑。
It’s so difficult for me to find your home. I kept walking around and around in this area for long time but found it at last.,我找你的家真是太困难了。我在这个地区转了很久，最后终于找到了。
Don’t pretend. I know there’s nothing wrong with your leg.\\nYou simply don’t want to go with us.,别假装了。我知道你的腿没问题。\\n你只是根本不想和我们一起去。
A lot of traffic accidents are tailgating caused by people.,许多交通事故是由于人们的跟车驾驶造成的。
It must be really comfortable working alone in such a big office.,在这么大的办公室里独自工作一定很舒服。
He really feels in heaven having a smoke after a meal.,他在饭后抽烟时真的感觉像在天堂一样。
He doesn’t earn a lot. There is not much money left at the end of each month.,他赚的不多。每个月结束时剩下的钱不多。
You didn’t listen to my suggestions and insisted on going ahead. Now you got what you deserve.,你没有听我的建议，坚持要继续。现在你得到了应有的结果。
A—Have you wrapped the book up?\\nB—Right away. Here you go.,A—你把书包好了吗？\\nB—马上就来。给你。
He has been unlucky recently. Last week his cellular phone was stolen and this week his car was run into and damaged.,他最近运气不好。上周他的手机被偷了，这周他的车被撞了，受了损坏。
He has a lot of money by working as a middleman in the past two years.,他在过去两年里通过做中介赚了很多钱。
The boy overdid it with kung-fu films. He thought he could jump from a tree and ending up breaking his legs.,那个男孩看太多功夫电影了。他以为自己可以从树上跳下来，结果摔断了腿。
It’s no use for you to stay here any more. You’d better scram immediately.,待在这里对你没有任何好处。你最好立刻离开。
A--I saw you with a girl in a cinema yesterday.\\nB--You must have mistaken someone else for me. I didn’t go anywhere yesterday. I was at home all day.,"A--我昨天在电影院看到你和一个女孩在一起。  
B--你一定是把别人认成我了。我昨天没去任何地方。我整天都在家。"
"Philiet, 'the thirty-five-year old crown prince of Denmark', is the first heir to the kingship of Denmark. He was once the most celebrated wealth bachelor in Europe.","菲利特，""丹麦三十五岁的王储""，是丹麦王位的第一继承人。他曾是欧洲最受欢迎的富有单身汉。"
Her son often invites his friends over to run wild at her home when she goes on a trip.,她的儿子经常在她出门旅行时邀请朋友们来家里尽情玩耍。
This news will surely make him unhappy.,这条消息肯定会让他不高兴。
He came to the office perching on the back of a bicycle.,他骑着自行车来到办公室。
Your request put me in a very difficult situation.,你的请求让我处于一个非常困难的境地。
My daughter brought credit to me by entering a world-famous university.,我女儿通过进入一所世界著名大学为我争光。
Are you looking for trouble by drinking too much wine?,你喝太多酒是在找麻烦吗？
"He was invited to give a show at the TV station, but he politely refused as he was afraid that he would make an exhibition of himself and ruin his good reputation.",他受邀在电视台表演，但他礼貌地拒绝了，因为他担心自己会出丑，毁掉自己的好名声。
