lang,slang,conv_def_en,conv_def,slang_definition,slang_definition_en,vanilla_cos_sim,vanilla_cos_dist,vanilla_euclidean,vanilla_manhattan,trained_cos_sim,trained_cos_dist,trained_euclidean,trained_manhattan
ru,мозгоебатель,brain fucker,"Человек, который испортил мозг.","Человек, который надоедает, раздражает или докучает другим своим поведением или разговорами.","Bore, pain in the ass.",0.37286854,0.62713146,1.1199387,22.946304,0.40016198,0.599838,1.0952972,24.078064
ru,мозгоёбство,brain fuck,"мозг + грубое слово ""fuck"" (буквально: грубое обращение с мозгом)","Утомительная, скучная работа или занятие, вызывающее раздражение и усталость; разговор или деятельность, требующие больших умственных усилий, но не приносящие удовлетворения.","Tiresome job, tedious activity (lit. “brain screwing”). Variant:мозгоебательство.",0.51405483,0.48594517,0.98584497,21.065702,0.7241372,0.2758628,0.74278235,16.448938
ru,мозгоёбствовать,to engage in brain activity,заниматься умственной деятельностью,"Действовать раздражающе, надоедать, докучать.","To get on the nerves, be a pain in the arse.",0.16751662,0.8324834,1.2903359,27.762287,0.121920966,0.87807906,1.3252012,29.98614
ru,монопенисуально,single penis,одинокий пенис,"Безразличный, малоинтересный; псевдонаучный эвфемизм, образованный от греческого μονος и латинского penis, означающий однообразие или однообразное отношение.","Indifferent, of little interest. Pseudoscientific euphemism forоднохуйственно, made up from Greek μονος and Latinpenis.",0.18898477,0.81101525,1.2735896,27.382854,0.32362336,0.67637664,1.1630791,25.846169
ru,моргалы,eyelids,веко глаза,Глаза.,Eyes.,0.8723102,0.12768978,0.505351,10.689468,0.88259715,0.11740285,0.4845677,10.816511
ru,морда,"muzzle, snout, face of an animal",морда,"Лицо, морда.","Face, snout.",0.74195856,0.25804144,0.71838903,15.653968,0.82620823,0.17379177,0.5895621,12.918295
ru,морковка,carrot,"Морковь, оранжевый корнеплод.","Разговорное обозначение девушки, обычно в районах секс-туризма (Юго-Восточная Азия, Куба, иногда просто за границей). В стандартном русском языке слово означает «морковь».","Broad, girl, usually in sex tourism areas (South-East Asia, Cuba, sometimes simply abroad). In standard Russian the word means “carrot”.",0.42185023,0.5781498,1.0753137,22.6492,0.424653,0.575347,1.0727041,23.565926
ru,москаль,Muscovite,"Москвич, житель Москвы","Пренебрежительное название русского человека, употребляемое в украинском, польском и белорусском языках, а иногда и в русском (обычно с целью придать высказыванию украинский колорит). Изначально термин относился к москвичам и/или солдатам без негативного оттенка, но приобрёл его в XVIII веке с расширением Российской империи на запад. В украинском языке существует глагол москалить, означающий «обманывать» (в торговле).","Derogatory name for Russian, used in Ukrainian, Polish and Belarusian but also sometimes in Russian (usually to add a quaint Ukrainian note). Historically the term was used for Muscovites, and/or soldiers, without negative undertones but acquired that meaning as the Russian empire expanded westwards in the 18th century. The Ukrainian verbмоскалитьmeans “to cheat” (in trade).",0.30681932,0.6931807,1.1774385,25.190693,0.510167,0.489833,0.9897807,22.03226
ru,Москвабад,Moscow + -bad (suffix),Москва + суффикс -бад,Ироничное и уничижительное название Москвы как города с большим числом мигрантов из Центральной Азии.,An ironic and derogatory term for Moscow as a city with a high population of migrants from Central Asia.,0.6386822,0.3613178,0.8500798,18.17117,0.5762664,0.4237336,0.9205799,20.383041
ru,мотовка,a spool or bobbin,катушка для ниток или пряжи,"Человек, который бездумно тратит деньги.",Money waster.,0.29237783,0.7076222,1.1896404,25.456709,0.47466427,0.5253357,1.0250227,22.62437
ru,мохнатка,little bush,маленький кустарник,"Разговорное название женских половых органов, буквально означающее «маленький кустик».","Pussy, beaver (lit. “the little bush”).",0.628301,0.37169898,0.8622052,18.546926,0.65446484,0.34553516,0.8313064,18.68722
ru,мочить,"to wet, to moisten","смачивать, увлажнять","Убить, физически устранить. Буквально означает «мочить», происходит из русского жаргона, где «мокрая сделка» означает дело с применением насилия и кровопролития.","To kill, to eliminate physically. Literally ”to wet”, derives from Russian cant in which a ”wet deal” way a business involving blood spilling.",0.43543673,0.5645633,1.0626037,22.451168,0.48974797,0.510252,1.0102,22.487381
ru,мразь,frost,Иней — кристаллизованный холодный водяной пар.,"Пренебрежительное обозначение человека, вызывающего отвращение или презрение из-за своих поступков или характера.",Scum.,0.26553962,0.73446035,1.2119904,26.60872,0.16547337,0.83452666,1.2919185,28.942505
ru,муда (мудя),wise person,умный человек,"Разговорное грубое слово, обозначающее мужские половые органы (яички). Встречаются редкие формы единственного числа «мудо» и устаревшее двойственное число «муде».","Bollocks, testicles. You may encounter the rare singularмудоor the obsolete dualмуде.",0.18626398,0.813736,1.2757242,27.601913,0.46922344,0.53077656,1.030317,22.983465
ru,мудак,a male goat,козёл,"Грубое оскорбительное слово, обозначающее неприятного, глупого или подлого человека.","Bastard, dickhead.",0.30820256,0.69179744,1.1762631,25.208733,0.30391952,0.69608045,1.1798987,26.141708
ru,мудацкий,"foolish, idiot-like","глупый, как дурак","Глупый, идиотский.","Moronic, stupid.",0.7622159,0.23778409,0.68961453,14.854114,0.8198575,0.18014252,0.6002376,13.479849
ru,мудачьё,group of fools,группа дураков,"Группа идиотов, собирательное число от слова мудак.","Group of idiots, collective numeral ofмудак.",0.8219452,0.17805481,0.5967492,12.470102,0.8599671,0.14003289,0.52921224,11.749378
ru,мудёж,"nonsense, meaningless talk",бессмысленные слова,"Ложь, обман.",Lie.,0.4224562,0.5775438,1.0747501,22.635181,0.6577232,0.3422768,0.82737744,18.364578
ru,мудистика,study of mud or mud science,изучение почвы или почвоведение,"Бюрократическая чепуха, сложное и неинтересное задание.","Bureaucratic non-sense, complicated and uninteresting task.",0.21606842,0.7839316,1.2521434,26.764894,0.28697917,0.7130208,1.1941699,26.588924
ru,мудоёб,no standard Chinese meaning; transliteration of Russian slang,Отсутствует стандартное китайское значение; транслитерация русского сленга,"Грубое сленговое оскорбление, обозначающее идиота или скучного человека.","Idiot, bore.",0.1801358,0.8198642,1.2805188,27.601345,0.2544737,0.7455263,1.2210867,26.834126
ru,мудозвон,a person who rings a bell,звонарь,"Разговорчивый и надоедливый человек, который постоянно болтает без умолку; буквально «звонящий яичком». Термин образован по аналогии со словом пустозвон.",Tiresome chatter mouth — literally “a testicle ringer”. Built in analogy withпустозвон.,0.42818636,0.57181364,1.0694052,22.799652,0.39744943,0.60255057,1.0977709,24.527794
ru,мудохать,to bother or to mess with,беспокоить или мешать,"бить, избивать","To hit, beat up.",0.38528916,0.6147108,1.1087929,23.077534,0.5117375,0.48826247,0.98819274,21.94223
ru,мульт,cartoon,мультфильм,Сленговое обозначение миллиона (денежной единицы).,Million (monetary unit);,0.07016292,0.9298371,1.3636986,28.01831,0.12482682,0.8751732,1.3230066,29.052124
ru,мульт,cartoon,мультфильм,Сленговое обозначение миллиона (денежной единицы).,Million (monetary unit);,0.07016292,0.9298371,1.3636986,28.01831,0.12482682,0.8751732,1.3230066,29.052124
ru,мурло,face,"лицо, обозначающее человеческое лицо",Грубое или пренебрежительное обозначение лица человека.,Face.,0.9795669,0.020433128,0.20215397,4.3219814,0.98558974,0.014410257,0.16976602,3.7925534
ru,мусор,garbage; trash,мусор; отходы,"Разговорное пренебрежительное обозначение полицейского. Слово также означает «мусор», но это значение заимствовано из иврита (םוּסָר — maser — заключение, арест).","Policeman. Although the word also means “garbage” this meaning is borrowed from Hebrew (םוּסָר — maser — imprisonment, arrest).",0.49065524,0.50934476,1.0093015,21.628916,0.68405724,0.31594276,0.79491234,17.800144
ru,мусоровоз,garbage truck,мусоровоз,Разговорное название полицейской машины.,Police car (“fuzz-mobile”).,0.35737246,0.64262754,1.1336911,23.802567,0.5350591,0.4649409,0.9643038,21.361847
ru,мутить,to stir or mix,мешать или смешивать,"делать что-либо, обычно с оттенком неформального или не совсем официального действия",To do something;,0.239787,0.760213,1.2330556,25.844048,0.25671098,0.743289,1.2192531,27.404217
ru,мутить,to stir or mix,мешать или смешивать,"делать что-либо, обычно с оттенком неформального или не совсем официального действия",To do something;,0.239787,0.760213,1.2330556,25.844048,0.25671098,0.743289,1.2192531,27.404217
ru,мухлёж,cheating or fraud,обман или мошенничество,"Обман, мошенничество.","Deceipt, cheating.",0.8529211,0.14707887,0.5423633,11.951471,0.8790777,0.12092233,0.49177697,10.962282
ru,мухой,like a fly,Как муха,"Очень быстро, как можно скорее.","Quickly, asap.",0.26146755,0.7385324,1.2153456,25.596163,0.34318337,0.6568166,1.1461385,25.39547
ru,мухой (под),like a fly,Как муха,"Пьяный, находящийся в состоянии сильного алкогольного опьянения.","Drunk, wasted.",0.17023844,0.82976156,1.2882248,27.601166,0.23830777,0.7616922,1.2342546,27.280197
ru,мухосранск,fly excrement town,город муховых экскрементов,"Вымышленный сельский населённый пункт, удалённый от современных городов и цивилизации.",Fictional country side settlement far off modern times and civilisation.,0.35535553,0.6446445,1.1354686,24.539698,0.42482919,0.5751708,1.0725398,23.667358
ru,му-хрю,moo-oink,имитация звуков коровы и свиньи,"Выражение, объединяющее звуки, имитирующие голоса коровы и свиньи, используется для обозначения пустой, несущественной информации или болтовни.","And so on and so forth, bla-bla-bla. The expression unites the Russian sounds rendering the voice of the cow and the pig.",0.25038573,0.74961424,1.22443,25.705849,0.4581588,0.5418412,1.0410007,23.277447
ru,мырки,soft meows,мягкое мяуканье кошки,"Этнические жители Центральной Азии. Заимствованное из киргизского языка слово, которым жители столицы обозначают сельское население южной Киргизии, воспринимаемое как грубоватые крестьяне.","Ethnical central Asians. Loan word from Kirghiz, where the word is used by residents of the capital to describe the country-side population of south Kirghizia (that are perceived as rough-mannered peasants).",0.07857602,0.921424,1.3575153,29.099213,-0.05539833,1.0553983,1.4528582,32.08477
ru,мять,to crumple; to crush; to wrinkle,мять; дробить; мять в комок,"грубое разговорное выражение, означающее заниматься сексом (буквально «мять», «сминать»)}","To fuck (literally “to wrinkle, to crush”).",0.6322404,0.3677596,0.8576241,18.042446,0.79176545,0.20823455,0.6453442,14.147779
ru,набить морду,to stuff the face,заполнить лицо,"нанести кому-либо сильные удары, избить",To beat up.,0.49707812,0.5029219,1.0029176,21.146372,0.68018496,0.31981504,0.79976875,17.58891
ru,навар,"fat, grease","жир, сало","Прибыль, доход, выгода.","Gain, pickings, income.",0.16092542,0.8390746,1.295434,27.277573,0.24768588,0.7523141,1.2266328,27.473282
ru,нагонять волну,to create or generate waves,создавать или производить волны,усиливать напряжённость или эмоциональное напряжение в ситуации,To further stress a situation.,0.24788529,0.7521147,1.2264702,26.129824,0.24715798,0.752842,1.2270632,27.120571
ru,надраться,to get drunk,пить вино,Напиться до сильного опьянения.,"To piss up, to get wasted.",0.62783194,0.37216806,0.8627491,18.770624,0.71567523,0.28432477,0.7540885,16.932484
ru,надуть барабан,inflate drum,"надувной барабан, надувать барабан","Забеременеть, стать беременной.","To knock up, to get pregnant;",0.21175982,0.7882402,1.2555797,26.523994,0.36497366,0.63502634,1.1269661,25.251549
ru,надыбать,to find or obtain something,найти или получить что-либо,"Найти, раздобыть что-либо.","To find, to get hold of.",0.83178186,0.16821814,0.5800312,12.340517,0.897089,0.102910995,0.45367616,10.055447
ru,наёб,to deceive or cheat,обман или мошенничество,"Мошенничество, обман с целью получения выгоды.","Fraud, scam.",0.6655953,0.3344047,0.81780785,17.348076,0.85944974,0.14055026,0.53018916,11.564171
ru,наебаловка,"deception, cheating","обман, мошенничество","Мошенничество, обман, связанный с получением выгоды обманным путём, часто в особо крупных размерах.",Scam.,0.51519907,0.48480093,0.9846837,21.116953,0.7764132,0.2235868,0.6687105,14.868131
ru,наебалово,deception or cheating,обманывать или жульничать,"Мошенничество, обман, введение в заблуждение с целью получить выгоду.",Scam.,0.48166016,0.5183399,1.0181748,21.578392,0.7612956,0.23870438,0.6909478,15.340414
ru,наебать,to deceive or cheat,обманывать или жульничать,"Обмануть, провести кого-либо с целью получения выгоды.",To con —Меня вчера наебали на штуку“I was conned out of one thousand rouble yesterday”.,0.46441668,0.5355833,1.0349718,22.333097,0.46486795,0.53513205,1.0345356,23.156693
ru,наебениться,to deceive oneself,обманывать себя,"Опьянеть, сильно напиться; часто употребляется с указанием напитка, например, наебался водкой — сильно напился водкой.",To get drunk — often followed by the relevant drink:Наебался водкой— “got wasted on vodka”; seeнахуячиться.,0.2600733,0.7399267,1.2164922,26.21107,0.25370765,0.74629235,1.2217138,27.39229
ru,наёбка,deception or cheating,обманывать или жульничать,"Шутка или поддразнивание, часто с оттенком обмана или насмешки.","Joke, tease.",0.29487166,0.7051283,1.1875423,25.322693,0.29579556,0.70420444,1.186764,26.692162
ru,наебнуть,to cheat or deceive,обман или мошенничество,"ударить, нанести удар",To hit;,0.24603263,0.7539674,1.22798,26.558678,0.47071066,0.52928936,1.0288726,22.841413
ru,наебнуться,to deceive or cheat,обманывать или жульничать,"Падать, ударяться, ломаться — обычно используется для обозначения неожиданного и сильного падения.","To fall down, to hit oneself, to break down — mostly used for unexpected and heavy fall.",0.28490135,0.7150986,1.1959085,25.833916,0.4876953,0.51230466,1.0122299,22.322937
ru,наебошиться,to deceive oneself thoroughly,полностью обмануть себя,"Опьянеть, сильно напиться.","To get drunk, wasted.",0.3236241,0.67637587,1.1630784,24.577778,0.41463596,0.58536404,1.0820019,24.01584
ru,наёбщик,a person who cheats or deceives,обманщик,"Мошенник, обманщик, человек, занимающийся обманом или вымогательством.","Crook, con-artist.",0.6295666,0.3704334,0.86073613,18.502346,0.74962735,0.25037265,0.7076336,15.758844
ru,наёбывать,to cheat or deceive,обман или мошенничество,"Обманывать, мошенничать, вводить в заблуждение с целью получить выгоду.","To cheat, con.",0.8296028,0.17039722,0.5837762,12.35384,0.89540213,0.10459787,0.45737922,10.182742
ru,наезд,ride on,сидеть сверху,"незаконное или агрессивное вмешательство, давление, запугивание или нападение на кого-либо","Raid, shakedown, bullying.",0.24357396,0.75642604,1.2299805,26.18981,0.35603407,0.64396596,1.1348709,25.30045
ru,нажираться,to get drunk,напиться,"Пьянеть, напиваться, обычно в значительной степени.",To get pissed.,0.5986911,0.4013089,0.89588934,19.664865,0.7367767,0.2632233,0.72556645,16.21331
ru,накачивать,to pump up,"надувать, увеличивать",Заниматься половым актом.,"To fuck, have sex, screw.",0.3621379,0.6378621,1.1294796,24.238209,0.6516633,0.3483367,0.83466965,18.214458
ru,наколоть,to prick or to stab,укол или прокол,"Обмануть, провести кого-либо с целью получения выгоды.",To con.,0.38821334,0.61178666,1.1061524,23.333324,0.5298064,0.47019362,0.9697357,21.375158
ru,накуриться,to get high by smoking,возбуждение через курение,Получить состояние опьянения или наркотического возбуждения.,To get high.,0.7609413,0.23905867,0.6914604,14.808913,0.83520305,0.16479695,0.5741027,12.753318
ru,нализаться,to lick oneself,лизать себя,"Напиться, сильно опьянеть.",To get drunk.,0.37515974,0.62484026,1.1178911,24.042242,0.582196,0.417804,0.9141161,20.33504
ru,напиздить,to talk nonsense,говорить ерунду,"Разговорное выражение, означающее украсть что-либо.",To steal.,0.27315387,0.7268461,1.2056916,25.202007,0.47675174,0.52324826,1.0229841,22.420773
ru,напиздюкаться,to get beaten up,быть избитым,"Напиться, опьянеть.","To piss up, to get drunk.",0.53711003,0.46288997,0.96217453,20.536903,0.6400097,0.3599903,0.84851676,18.956457
ru,напиздяшиться,to get covered in something,покрытый чем-либо,"Напиться, сильно опьянеть.","To piss up, to get drunk.",0.42011762,0.5798824,1.0769237,22.826273,0.43748653,0.5625135,1.0606728,23.457882
ru,нарик,drug addict,наркоман,"Наркоман, человек, злоупотребляющий наркотиками.",Drug addict.,0.98889977,0.011100233,0.14899832,3.2555802,0.98870677,0.011293232,0.15028778,3.2961102
ru,насрать (мне ~),to defecate,дефекация,выражение полного безразличия к чему-либо,I do not care about it.,0.00085061416,0.9991494,1.413612,30.73352,0.10391985,0.89608014,1.3387159,29.353642
ru,насрать в компот,to defecate in compote,испражняться в варенье,"Сделать что-то назло кому-либо, специально навредить или досадить.",To do something to spite someone (“shit in the fruit juice”).,0.3817379,0.6182621,1.1119912,23.909792,0.47704756,0.52295244,1.022695,22.722918
ru,"нассать (в рот ~, чтоб морем пахло?)",to urinate,мочеиспускание,"Грубый способ спросить, было ли что-то понято.",Rude way of asking whether something was understood.,0.10710133,0.8928987,1.3363372,28.500345,0.24841373,0.75158626,1.2260393,26.916834
ru,натурал,natural,естественный,"Прямой мужчина, гетеросексуал. Термин, используемый гомосексуалами и бисексуалами.","Straight man, heterosexual. Term used by homosexuals and bisexuals.",0.16380595,0.83619404,1.2932084,27.653553,0.41441363,0.58558637,1.0822074,23.936314
ru,натуралка,natural woman,естественная женщина,"Женщина, которая испытывает романтическое или сексуальное влечение к представителям противоположного пола; женская форма слова «натурал».","Straight woman, feminine ofнатурал.",0.733607,0.266393,0.72992194,15.756061,0.8056779,0.19432211,0.62341344,14.098467
ru,натянуть глаз на жопу (кому),pull eye onto buttocks,Перенести глаза на ягодицы,Жестоко избить кого-либо.,To beat up.,0.3577453,0.6422547,1.1333619,23.837389,0.54250765,0.45749235,0.95654833,21.142124
ru,нафиг,to hell,Иди в ад,"в значении «прочь», «далеко», употребляется для выражения решительного отторжения или удаления",Far away;,0.21696007,0.7830399,1.2514311,26.559704,0.2926129,0.7073871,1.1894429,26.618742
ru,нах,no direct standard meaning; literal translation 'to the penis',к пенису,"Сокращённая форма слова нахуй, употребляется в разговорной речи для выражения сильного раздражения или решительного отказа.",Short forнахуй.,0.32283956,0.67716044,1.163753,24.908607,0.46249563,0.5375044,1.0368263,23.054464
ru,нахрюкаться,to make a pig-like grunting sound,"Издавать хрюкающий звук, как свинья","Опьянеть, сильно напиться.",To get drunk.,0.31427136,0.68572867,1.1710924,25.59237,0.49938568,0.5006143,1.0006142,22.265976
ru,нахуй,to the penis,к мужскому половому органу,"Грубое, оскорбительное выражение, означающее приказ уйти, отстать.","Fuck off, get lost. Insulting negative reply.",0.20772913,0.7922709,1.2587857,27.047783,0.34741908,0.6525809,1.1424367,25.664524
ru,нахуйник,to the penis,направление на пенис,Презерватив.,Condom. Literally “on-cock-er”.,0.57447124,0.42552876,0.9225277,19.757113,0.6554371,0.3445629,0.8301359,18.596869
ru,нахуя,why the hell,почему (с усилением),"Сленговое выражение, используемое для выражения недоумения или вопроса о причине или цели чего-либо, аналогично фразе ""зачем это нужно"".",What the fuck for. See alsoна хуя.,0.75164735,0.24835265,0.70477307,14.739061,0.81806666,0.18193334,0.60321355,13.51322
ru,нахуяриться,to hit hard or strike forcefully,сильно ударять или резко сталкиваться,"Совершать что-либо бесполезное, излишнее.","To do something useless, superfluous;",0.23967527,0.7603247,1.2331462,25.829899,0.3531581,0.6468419,1.1374022,24.99063
ru,нахуяриться,to hit hard or strike forcefully,сильно ударять или резко сталкиваться,"Совершать что-либо бесполезное, излишнее.","To do something useless, superfluous;",0.23967527,0.7603247,1.2331462,25.829899,0.3531581,0.6468419,1.1374022,24.99063
ru,нахуячиться,to hit or strike forcefully,сильно ударять или сталкиваться,"Напиться до сильного опьянения, обычно с указанием напитка, например: «нахуячиться водкой» — сильно напиться водкой.","To get pissed, to binge, to drink too much — usually followed by the means of inebriation:Нахуячился водкой— “he got wasted on vodka”; see alsoнаебениться.",0.25479937,0.74520063,1.22082,25.536469,0.23181126,0.7681887,1.2395071,27.158985
ru,не ебёт,does not have sexual intercourse,воздерживаться от половых отношений,"Не имеет значения, совершенно безразлично; буквально означает «не занимается половым актом».","Does not matter, literally “does not copulate” — Ex:Меня это не ебёт— “I don’t give a damn”.",0.5070839,0.4929161,0.99289083,21.850378,0.47452223,0.52547777,1.0251613,22.79603
ru,невъебенный,impossible to have sex with,неспособный к половому акту,"Очень большой, огромный — используется для описания чего-то, что произвело впечатление на говорящего своими размерами. В буквальном смысле означает ""невозможно трахнуть"".","Very big, huge — used to describe something that impressed the speaker by its dimensions. Literally “unfuckable”.",0.16547942,0.8345206,1.2919137,27.528877,0.2622667,0.7377333,1.2146878,27.323437
ru,невъебический,not fuckable,непригодный для секса,"Очень впечатляющий, невероятный, удивительный.","Fucking awesome, unbelievable, astounding.",0.4287485,0.5712515,1.0688792,22.890903,0.38159084,0.61840916,1.1121235,24.913698
ru,невъебучий,not fuckable,непригодный для полового акта,"Редкий вариант слова невъебический, обозначающий что-то очень плохое, некачественное или неудовлетворительное.",Rare variant ofневъебический.,0.31332067,0.68667936,1.1719038,25.227474,0.49364603,0.506354,1.0063338,22.535774
ru,недоёб,insufficient sexual satisfaction,недостаток сексуального удовлетворения,"Сексуальное неудовлетворение, ощущение, что человек не получает достаточного количества интимного внимания или ласк.","Sexual frustration, feeling of not getting one’s fair share of hanky-panky.",0.71162134,0.28837866,0.7594455,16.012741,0.73094094,0.26905906,0.73356545,16.544859
ru,недоёбанный,not fully milked,не полностью выдоено,"Пренебрежительное обозначение глупого или неразумного человека, подразумевающее, что с ним не обращались должным образом.","Idiot, stupid (who has not been fucked properly).",0.20097168,0.79902834,1.2641426,27.144882,0.30845976,0.69154024,1.1760445,26.136436
ru,недоёбок,unfinished or incomplete person,незавершённый человек,"Пренебрежительное обозначение человека, считающегося глупым или недоразвитым, с оттенком незавершённости или неполноценности.","Moron, idiot (who has not been finished properly).",0.55653256,0.44346744,0.9417722,20.195301,0.561175,0.438825,0.93682986,21.013752
ru,немчура,German people,"немец, человек из Германии",Пренебрежительное сленговое название немцев.,"Krauts, insulting way of naming Germans.",0.60937774,0.39062226,0.8838803,19.472027,0.65232396,0.34767604,0.8338778,18.512318
ru,непруха,bad luck,неудача,"Невезение, неудача.",Bad luck.,0.9857012,0.014298797,0.16910842,3.5966997,0.98995876,0.010041237,0.14171365,3.1668322
ru,нестояк,not standing,не стоять,"Неспособность мужчины к эрекции, импотенция.",Impotence. Also calledнестоячка.,0.22961065,0.7703893,1.2412812,26.97875,0.25504017,0.74495983,1.2206227,27.377645
ru,нефиговый,not trivial,не мелкий,"Серьёзный, не шуточный. Противоположность слову «фиговый».","Serious, not for laughs. Opposite ofфиговый.",0.5435834,0.4564166,0.955423,20.906715,0.68999237,0.31000763,0.7874105,17.146746
ru,"ни людей, ни блядей!",neither people nor prostitutes,"ни людей, ни проституток","Выражение, означающее полное отсутствие людей и какой-либо активности в месте.","There’s no one around, nothing happens (“no person, no whore”).",0.58734107,0.41265893,0.90847015,19.846779,0.5505625,0.4494375,0.94809014,20.995483
ru,ниасилил,did not manage to finish,не смог выполнить,"Сленговое выражение, означающее, что человек не смог прочитать или осилить весь текст, обычно используется в комментариях после длинных и утомительных постов. Является искажением фразы «не осилил». Причины, по которым текст не был прочитан полностью, могут быть объяснены подробно.","I could not read it all, a comment usually posted after long and tedious posts. Deformation ofне осилил. The reason why a post has not been read entirely can be explained in detail.",0.37208626,0.6279137,1.120637,24.135824,0.36529317,0.63470685,1.1266826,25.693836
ru,ниасилил патамушто вайна и мир,could not handle because of War and Peace,не справляться из-за «Войны и мира»,"Не смог прочитать или справиться с чем-то из-за его большой длины или сложности, сравнивая с романом «Война и мир» Льва Толстого.",I could not read it because it is as long as “war and peace” (by Count Leo Tolstoy).,0.45211926,0.54788077,1.0467863,22.652203,0.59371084,0.40628916,0.9014313,20.147686
ru,ниибаццо,not fuck,не + делать (употреблять),"Очень сильно, серьезно. Креативное написание слова неебаться, иногда также встречается написание ниибадцо, неебаццо.","Very much, seriously. Creative spelling ofнеебаться, also sometimes writtenниибадцо, неебаццо.",0.21691293,0.7830871,1.2514688,26.531063,0.20871454,0.79128546,1.2580028,27.934452
ru,нипадеццки,not childlike,не детский,"Разговорное выражение, означающее «очень сильно», «серьёзно», является деформацией фразы «не по-детски».","Seriously, deformation ofне по-детски(not childishly).",0.56039065,0.43960935,0.9376666,20.313969,0.7040414,0.29595858,0.7693616,17.37407
ru,нихуя,nothing at all,"совсем нет, ничего нет","Ничего, совсем ничего; употребляется для усиления отрицания.","Fuck all, seeни хуя.",0.22890314,0.7710968,1.2418509,26.750092,0.48906678,0.5109332,1.010874,22.389418
ru,нихуяшеньки,not a damn thing,совсем нет,"Совершенно ничего, совсем ничего. Происходит от выражения ни хуя.","Bugger all, nothing. Derived fromни хуя.",0.6978849,0.30211508,0.7773226,16.63903,0.77904475,0.22095525,0.6647634,14.867245
ru,ништяк,a tasty or good thing,вкусная или хорошая вещь,"Отлично, замечательно, превосходно.","Cool, brilliant, splendid.",0.39047372,0.6095263,1.1041073,23.5368,0.4824722,0.5175278,1.0173769,22.540535
ru,ночная бабочка,night butterfly,ночная бабочка,"Женщина, занимающаяся проституцией, обычно в ночное время.",Prostitute (Night-time butterfly).,0.80568695,0.19431305,0.6233989,13.465475,0.82554096,0.17445904,0.59069294,13.057396
ru,няшечка,cute little one,милый маленький парень,"Ласковое обращение, означающее «милый» или «милая». Происходит от японского звукоподражания ニャー/にゃあ (nyā), обозначающего «мяу», используемого в аниме для передачи чувства нежности и эмоций.","Sweetie. Derives from the Japanese onomatopoeia ニャー/にゃあ (nyā), equivalent of the “meow” made by English-speaking cats, and used in anime to transmit a feel of sweetness and emotion.",0.35883647,0.6411635,1.1323987,24.555721,0.45725274,0.54274726,1.0418707,23.28585
ru,няшка,cute person,милый человек,"Приятный, милый человек, вызывающий симпатию.","Cutie, seeняшечка.",0.5462722,0.45372778,0.9526047,20.509079,0.55142814,0.44857186,0.9471767,21.08778
ru,няшный,cute,милый,"Милый, симпатичный, вызывающий умиление.","Sweet, cute, seeняшечка.",0.8730805,0.12691951,0.5038246,10.801945,0.89195526,0.10804474,0.46485418,10.258047
ru,обабить,to make old woman,Сделать женщиной постарше,"Превратить девушку во взрослую женщину, лишить её девственности.","To turn a girl into a woman, to take her virginity;",0.45210034,0.54789966,1.0468043,22.578575,0.37592453,0.6240755,1.1172068,24.886204
ru,обабить,to make old woman,Сделать женщиной постарше,"Превратить девушку во взрослую женщину, лишить её девственности.","To turn a girl into a woman, to take her virginity;",0.45210034,0.54789966,1.0468043,22.578575,0.37592453,0.6240755,1.1172068,24.886204
ru,обалденный,stunning; amazing,потрясающий,"Очень хороший, замечательный, превосходный.","Awesome, brilliant, great.",0.7763523,0.22364771,0.66880137,14.232746,0.7922329,0.20776713,0.6446195,14.535206
ru,обалдеть,to become stunned or dazed,стать шокированным или растерянным,Выражать сильное удивление или восхищение; испытывать изумление. Синоним слова офигеть.,"To be impressed, to experience awe. Synonym ofофигеть.",0.5997132,0.4002868,0.89474773,19.145767,0.5378231,0.46217692,0.96143323,21.149315
ru,обассака,to urinate on oneself,самостоятельно мочиться,"Сленговое выражение, обозначающее нечто чрезвычайно смешное, до такой степени, что человек может «обоссаться» от смеха. Иногда пишется как абассака или обоссака. Происходит от глагола обоссаться.","Something outstandingly funny (to the extent that the reader could wet himself), sometimes writtenабассакаorобоссака. Comes fromобоссаться(to wet oneself).",0.38950485,0.61049515,1.1049843,23.675247,0.46272776,0.5372722,1.0366024,23.514
ru,обдирать,to peel or strip off,снимать или отделять,"Обобрать кого-либо, взять у него деньги или имущество насильственным или обманным путём.",To rob.,0.40240872,0.5975913,1.0932441,22.466297,0.48866186,0.5113381,1.0112746,22.28356
ru,обдрочиться,to masturbate thoroughly,тщательно заниматься мастурбацией,"Сленг. Мастурбировать, заниматься онанизмом.","To jerk off, masturbate.",0.76869833,0.23130167,0.6801495,14.720123,0.76689094,0.23310906,0.6828019,15.037918
ru,обезьянник,monkey house,Обезьяний дом,Камера в тюрьме с решётками вместо стен; полицейская машина для перевозки подозреваемых или заключённых.,"Jail cell with bars instead of walls, police car for the transport of suspects or inmates (“monkey’s cage”).",0.5021925,0.4978075,0.99780506,21.370266,0.36453116,0.63546884,1.1273588,25.583294
ru,оберблядь,upper whore,верхняя проститутка,"Пренебрежительное сленговое выражение, обозначающее крайнюю степень распущенности, образованное с помощью немецкого приставки ober и слова блядь.","Major whore, slut-puppy. Superlative ofблядьconstructed with the German prefixober.",0.5964457,0.40355432,0.89839214,19.712109,0.7422524,0.2577476,0.71797985,16.141294
